id dam sire
8M71296 8L89399 8L26528
8M71298 F0075 8L19986
8M71299 8M31716 8L26528
8M71300 8L89741 8939764
8M71301 8L89399 8L26528
8M71302 8M31297 8M31943
8M71303 8L89230 8L89471
8M71304 8M31716 8M31756
8M71305 8M31716 8L19986
8M71306 F0075 8L19986
8M71307 8M72848 8M31544
8M71310 8L48344 8L89664
8M71311 8M72602 8M31940
8M71312 NA 8L89371
8M71313 8M31338 8L89430
8M71314 8M72909 8M31632
8M71315 8816491 8L89371
8M71317 8M31941 8309141
8M71318 8L89503 8939196
8M71321 NA NA
8M71322 8L19912 M0201
8M71406 8L89675 8M31548
8M71407 8M72656 8M72654
8M71411 8M31463 8L19877
8M71412 8M31713 8939764
8M71414 8M31713 8939764
8M71415 F0145 8L89354
8M71416 F0145 8L89354
8M71501 F0108 8M31627
8M71502 8M31711 8M31350
8M71503 8816954 8816955
8M71504 8M31585 8M31622
8M71505 NA NA
8M71506 8M31637 NA
8M71507 8L64996 NA
8M71511 NA NA
8M71512 8816428 8M31342
8M71513 8L64224 8816496
8M71515 8M31839 M0060
8M71520 8M72931 8M31452
8M71521 NA NA
8M71522 8M31923 8M31922
8M71530 8M31936 8L89896
8M71531 8L48344 8L89664
8M71532 8M31711 8M31350
8M71534 8L52574 8M71505
8M71540 F0108 8M72951
8M71552 8M31278 8309191
8M71569 8M31993 8816496
8M71573 8M31522 8M31997
8M71585 8M31387 8L89601
8M71587 8M31387 8L89601
8M71596 8943039 8118433
8M71610 F0111 8M31737
8M71612 8M72326 8L52239
8M71614 NA 8M72235
8M71650 F0121 8M72024
8M71662 8L19633 8L57916
8M71667 8L89995 8981929
8M71672 8934215 M0107
8M71673 8L89995 8M31730
8M71674 8L30829 M0130
8M71687 8M72176 8M72022
8M71691 F0025 8L64824
8M71700 8L57789 8L30819
8M71710 F0076 M0081
8M71722 NA NA
8M71731 F0046 M0046
8M71732 F0046 M0046
8M71735 F0152 8939804
8M71736 8M72325 8L64397
8M71758 8L57789 8N06020
8M71761 8L57789 8N06020
8M71765 8L64866 8M31732
8M71773 8M72036 M0142
8M71775 F0164 8L19569
8M71783 F0091 8M72295
8M71811 NA NA
8M71819 8M71205 8L19974
8M71823 8M72914 8M72677
8M71826 F0159 8N06360
8M71831 NA M0164
8M71834 8M71596 M0113
8M71835 8L89391 8L89708
8M71836 8L89391 8L89708
8M71864 8L89634 8L19974
8M71865 8816486 8M31927
8M71866 8M72909 8M31875
8M71872 8309171 8L89377
8M71873 8309171 8L89377
8M71881 F0194 8M72680
8M71896 F0195 8M31838
8M71898 F0196 8M31838
8M72001 NA NA
8M72002 8M72013 8L19689
8M72004 8M72013 8L19569
8M72007 8L30829 M0153
8M72009 NA NA
8M72013 F0132 8939743
8M72014 8934039 M0078
8M72015 8L30388 8M72014
8M72016 NA NA
8M72017 8939824 8939462
8M72018 NA NA
8M72019 F0036 8857946
8M72021 8L57701 M0118
8M72022 8L57701 M0118
8M72023 8L57701 M0118
8M72024 8L57701 M0118
8M72030 8L19633 8L57916
8M72031 8L19633 8L57916
8M72032 F0136 8L64397
8M72036 F0136 8L64397
8M72037 8M72019 8L19661
8M72038 8M72019 8L19661
8M72045 F0076 M0081
8M72052 NA NA
8M72058 NA NA
8M72062 8L64175 8L19688
8M72078 NA M0088
8M72081 F0035 M0009
8M72084 F0035 M0009
8M72087 NA NA
8M72112 8L89044 M0162
8M72114 8L89044 M0162
8M72120 NA NA
8M72124 8M72326 8L52239
8M72125 8M72326 8L52239
8M72128 F0121 8L30958
8M72135 F0197 8L19661
8M72136 F0036 8934395
8M72140 8M72136 8M31165
8M72143 F0103 8L30500
8M72144 F0103 8L30500
8M72168 8L64265 8L64813
8M72172 NA NA
8M72176 F0032 M0029
8M72178 8934215 M0107
8M72179 8M72001 8M72018
8M72180 8M72001 8M72018
8M72185 F0131 8L64858
8M72186 8L30959 8L64824
8M72189 8M72013 8L19688
8M72190 8L57789 8L30819
8M72191 NA 8M72323
8M72219 F0083 M0089
8M72224 8L57701 M0118
8M72227 8M72326 8L19595
8M72232 8L88307 M0029
8M72235 8L64866 8M31732
8M72237 8939443 8M31738
8M72243 8L89998 M0088
8M72245 8M31084 M0111
8M72248 8M31084 NA
8M72249 8M31084 M0111
8M72251 8L89044 M0202
8M72257 8M72120 8L52241
8M72258 F0121 8M31739
8M72259 F0121 8M31739
8M72268 F0103 8L30500
8M72269 F0103 8L64813
8M72271 F0103 8L30500
8M72272 8M72136 8L64813
8M72273 8M72136 8L64813
8M72274 8M72136 8L64813
8M72277 F0212 M0200
8M72278 F0212 8939804
8M72284 8M31139 M0100
8M72285 8M31139 M0100
8M72287 8M31139 M0100
8M72289 8L57906 M0100
8M72291 8L19633 8L57916
8M72292 8L19633 8L57916
8M72293 8L19633 8L30500
8M72294 8L19633 8L30500
8M72295 8L19633 8L57916
8M72309 NA NA
8M72315 NA NA
8M72323 8939443 8934395
8M72324 8L64866 8M31732
8M72325 F0032 8L19688
8M72326 8L64866 8934808
8M72327 8L57789 8L30819
8M72328 8L64372 M0136
8M72329 F0111 M0142
8M72601 8L89230 8L89471
8M72602 8L89751 8L48311
8M72604 8L89376 M0203
8M72605 8M31476 8L64271
8M72606 8M31374 8309277
8M72608 8L89507 8981272
8M72609 8L89507 8981272
8M72610 8L26578 8L52965
8M72611 8L89675 8M31548
8M72613 8816954 8816955
8M72617 8L89704 8L48478
8M72618 8L89296 8L89254
8M72621 F0108 8M31627
8M72623 F0198 8L89896
8M72633 8L49991 8L89645
8M72638 8L49991 8L64210
8M72640 8M31297 8M31943
8M72643 8M31706 8M31634
8M72644 8309175 8816467
8M72646 8309175 8816467
8M72647 8309175 8816467
8M72648 8M31936 8L89896
8M72649 8M31936 8L49963
8M72653 8L19995 M0067
8M72654 8L19995 M0067
8M72656 8L19995 M0067
8M72659 8L30920 M0067
8M72660 8L26591 8L89337
8M72664 8M31923 8M72881
8M72666 8M31561 8L89268
8M72668 8M31290 8L89268
8M72673 8L89615 8L89525
8M72674 8L64901 8L49938
8M72675 8M31925 8L89639
8M72677 8309272 8L89388
8M72678 8M72877 8L89640
8M72679 8M31561 8L89268
8M72680 8M31925 8L89639
8M72681 8M31398 8M72934
8M72707 8M31542 8L89646
8M72708 8M31542 8L89646
8M72716 8L89391 8L30446
8M72719 8L26579 8L89389
8M72722 8L26591 8L89337
8M72725 8L26591 8L89337
8M72736 8M31495 8M31433
8M72737 8M31495 8M31433
8M72739 8L30782 8L89395
8M72741 8M31495 8M31433
8M72745 8816428 8M31342
8M72749 8M31387 8L89601
8M72752 8934879 8L89605
8M72757 F0052 M0052
8M72764 F0075 8L19986
8M72766 F0075 8L19986
8M72777 8L49974 8L19936
8M72786 8L19961 8L26538
8M72792 8L89245 8309156
8M72795 8L89245 8309156
8M72797 8L64206 8L19862
8M72805 8M31585 8M31622
8M72806 8M31585 8M31622
8M72809 8M72990 8L89254
8M72810 F0001 M0001
8M72811 F0001 M0001
8M72812 F0001 M0001
8M72818 NA M0114
8M72832 8L89399 8L26528
8M72848 NA NA
8M72851 8L19992 8M31528
8M72853 8L19992 8M31528
8M72855 8L19992 8M31528
8M72859 NA NA
8M72863 8816947 M0116
8M72864 8816947 M0116
8M72867 NA NA
8M72877 NA NA
8M72878 F0048 M0048
8M72879 NA NA
8M72881 8L64134 8309274
8M72882 8309175 8816467
8M72884 8309175 8816467
8M72887 8L19995 M0067
8M72891 8L30920 M0067
8M72892 8L30920 M0067
8M72893 8L30920 M0067
8M72897 8L49991 8L89645
8M72898 8L89797 8309141
8M72906 8M31602 8939764
8M72907 8M31602 8939764
8M72908 8309264 8L48313
8M72909 8L89502 8L89277
8M72913 8L89466 8L64210
8M72914 8L89466 8L64210
8M72916 8L26586 8L19934
8M72923 8M31923 8M31922
8M72924 8M31382 8309277
8M72928 8309171 8L89377
8M72929 8309171 8L89377
8M72931 8309171 8L89377
8M72932 8309171 8L89377
8M72933 8L26586 8L89377
8M72934 8L30783 8L89269
8M72935 NA NA
8M72945 8L64202 8118433
8M72947 8L64202 8118433
8M72951 8L89894 8L89613
8M72954 8L89894 8L89613
8M72955 8M31304 8L89712
8M72956 8M31304 8L89712
8M72957 8M31304 8L89712
8M72960 8816942 8118433
8M72961 8816942 8118433
8M72965 8L52527 8M31541
8M72969 8L89507 8981272
8M72970 NA 8M31293
8M72972 F0199 M0134
8M72975 8M31294 8L89430
8M72976 8M31294 8L89371
8M72980 F0200 8L89711
8M72982 8M72990 8L30780
8M72987 8L89641 8L89734
8M72990 NA NA
8M72996 8M31285 8L19922
8M73000 NA 8L89354
8N05003 F0054 8M72736
8N05004 F0054 8M72736
8N05006 F0054 8M72736
8N05008 8M71281 M0076
8N05009 8M71281 M0076
8N05012 8L89723 8L30780
8N05013 8L89723 8L30780
8N05018 8943039 8118433
8N05027 8M72609 8M72818
8N05029 8M72609 8M72818
8N05030 8M72609 8M72818
8N05032 8M72678 8M71866
8N05049 8M31370 8L89354
8N05052 8M72745 8M31520
8N05057 8L48323 8L89395
8N05058 8M71596 M0113
8N05059 8M71596 M0113
8N05063 8L19728 8M31622
8N05083 F0201 8M72832
8N05086 8L89399 8L26528
8N05087 8L89230 8L89471
8N05094 8M71312 8L89277
8N05369 8N06011 M0117
8N05371 8L57906 M0155
8N05380 NA NA
8N05402 8M71507 8M31641
8N05417 8M71521 8M71511
8N05418 8M31389 M0052
8N05419 8M72745 8M31520
8N05423 8L89663 8M72673
8N05436 8L26578 8L52965
8N05437 8L89230 8L89471
8N05438 8L89682 8L89334
8N05442 NA NA
8N05444 8L26576 M0204
8N05445 F0202 8M31546
8N05446 8L89230 8L89471
8N05447 NA NA
8N05457 8L89394 8L89708
8N05460 8L89507 8981272
8N05462 8M72931 8M31452
8N05464 8M71212 8M72087
8N05467 8L89507 8981272
8N05472 8L49991 8118424
8N05480 8M72882 8M72646
8N05489 8M72848 8309156
8N05494 8L89230 8M31544
8N05515 8N05018 8M72643
8N05517 8N05018 8M72643
8N05526 F0108 8M72951
8N05528 8309175 8N06528
8N05531 NA NA
8N05532 NA NA
8N05533 8L52428 8L89430
8N05534 8M71313 8M72878
8N05536 8N05705 8M71873
8N05538 8N06787 8M71866
8N05552 F0012 M0011
8N05553 F0012 M0011
8N05558 8N06290 8M71662
8N05567 NA NA
8N05571 8M71761 8M31730
8N05572 8M71761 8M31730
8N05574 8M71761 8M31730
8N05575 8M71761 8M31730
8N05576 F0203 8N06017
8N05578 8M72036 8M71674
8N05701 F0011 M0010
8N05702 8M31356 8L19835
8N05703 8M31869 8M71866
8N05704 8816486 8M31927
8N05705 8L89507 8981272
8N05706 8M71502 8M72957
8N05707 F0141 8M71074
8N05708 8816930 8L89725
8N05709 8M31869 8M72087
8N05710 8M31476 8L64271
8N05711 8816486 8M31927
8N05712 8M72678 8M71866
8N05713 8M31550 8L19862
8N05714 8M72867 8L89644
8N05715 8M31865 M0205
8N05716 8L89466 8118424
8N05717 8L49991 8L89645
8N05724 8N06521 8M72752
8N05726 8N06922 8M72087
8N05747 8N05457 8L89254
8N05748 F0116 8816931
8N05749 NA NA
8N05750 8M72990 8L89254
8N05752 8M31839 M0060
8N05753 8M31839 M0060
8N05782 8M71691 8M72022
8N05785 8M71691 8M72022
8N05795 NA NA
8N05796 F0099 M0105
8N05797 8M71507 8M31641
8N05798 8N05796 8N05795
8N05799 8N05796 8N05795
8N05808 8M31511 8M71864
8N05809 8L89690 8M72878
8N05810 8M72877 8L89276
8N05825 F0108 8M72951
8N05827 8M71289 8M71250
8N05829 F0116 8816931
8N05831 8M31509 8M71287
8N05832 8M72805 8M71285
8N05837 8L89394 8M71287
8N05840 8M31285 8L26538
8N05841 8L89683 NA
8N05844 NA NA
8N05845 NA NA
8N05846 NA NA
8N05847 8L89372 8M72881
8N05850 NA 8M31541
8N05851 8L48344 8L89664
8N05905 8L89891 8N05851
8N05907 8L52527 8N05851
8N05921 8L57701 M0088
8N05923 8L57701 M0088
8N05930 8M72036 8M31737
8N05933 8N06040 8N72448
8N05939 8N06280 8M72168
8N05940 8N06280 8M72168
8N05941 8N06280 8M72168
8N05946 8M71735 M0107
8N06011 F0204 8M71253
8N06017 8L57701 M0088
8N06020 8939824 8L19595
8N06026 8M72036 M0142
8N06028 NA 8L19572
8N06029 F0025 M0023
8N06030 8M72002 NA
8N06037 8L64866 8M31732
8N06040 8M72269 8M31164
8N06045 8M72015 8M72038
8N06063 F0131 M0089
8N06074 8M72274 8M72168
8N06097 F0111 8M31737
8N06098 8L57923 M0142
8N06106 8M72186 M0206
8N06112 8L89995 8981929
8N06114 8L89995 8981929
8N06128 NA NA
8N06132 8L19633 8L64813
8N06146 8L57943 8L64813
8N06152 F0025 8M31165
8N06157 8N06011 M0207
8N06181 F0205 8N06029
8N06186 F0032 M0029
8N06195 8M72327 M0103
8N06196 8M72327 M0103
8N06210 8N06011 8L64813
8N06237 NA NA
8N06265 8M72327 M0103
8N06268 F0032 8L19688
8N06280 NA NA
8N06281 F0151 8L64373
8N06285 8L64820 8L64373
8N06288 F0151 8L64373
8N06290 NA NA
8N06291 F0151 8L64373
8N06292 F0025 M0023
8N06293 8L57906 M0208
8N06305 8L30920 M0067
8N06306 8L30920 M0067
8N06311 8L89387 8M71098
8N06317 8M71086 8M72906
8N06330 8L26579 8L89389
8N06333 8M31382 8M31939
8N06340 8M72656 8M72654
8N06347 8L89282 M0209
8N06355 8L89634 8L89337
8N06359 8M72972 8M71310
8N06360 8L89634 8L19974
8N06367 8L52527 8M71253
8N06371 F0206 8M72928
8N06385 8M31973 8M71318
8N06387 8M31923 8M31922
8N06393 8M31936 8L89896
8N06394 8M31936 8L89896
8N06395 8M31936 8L89395
8N06396 8M71596 M0113
8N06398 8L52574 8M71505
8N06406 8L64866 8M31732
8N06408 F0162 8L57729
8N06412 8939824 8L19595
8N06413 F0207 8939544
8N06414 8L30829 8L48436
8N06417 F0083 8M72144
8N06418 F0083 8M72144
8N06428 8M72081 M0210
8N06435 8M72224 8M31733
8N06439 NA NA
8N06449 F0091 8M72179
8N06508 8M31936 8L89896
8N06510 8M31304 8M71077
8N06517 8816942 8L49963
8N06519 8816942 8L52418
8N06521 8934879 8L89605
8N06527 8M72609 8L19936
8N06528 8M72863 8M31426
8N06532 8L48323 8L89395
8N06543 8M72602 8M31583
8N06554 F0054 8M72736
8N06559 8L89723 8L30780
8N06560 8M71281 M0076
8N06563 8M71281 M0076
8N06564 8M71281 M0076
8N06566 8M72805 8M71285
8N06567 8M72805 8L30780
8N06570 8M72960 8M72956
8N06580 8M31305 8L89614
8N06581 F0108 8M72951
8N06727 8L89282 8M31844
8N06730 F0122 8M71253
8N06733 F0122 8M71253
8N06736 8L89387 8M71098
8N06740 8M72737 M0211
8N06749 8L89387 8M71098
8N06766 8M71073 8L89896
8N06776 8L52913 8L26538
8N06781 8L89641 8L89734
8N06782 8L89394 8L89708
8N06783 8816486 8L19936
8N06786 8M31374 8L89637
8N06787 8M31374 8L89388
8N06790 8M72929 M0212
8N06792 F0057 8943486
8N06794 8M31338 8M71414
8N06798 8M31374 8L89388
8N06800 8M31869 8L89430
8N06801 8M31389 8L89605
8N06802 8M31389 M0052
8N06808 8M71303 8M71307
8N06813 NA NA
8N06814 8M71290 8M72610
8N06815 8M71290 8M72610
8N06819 NA NA
8N06916 8L89741 M0134
8N06917 8M72605 8M72664
8N06920 8M71321 8L64272
8N06921 F0154 8M31293
8N06922 8L89741 M0134
8N06928 8M72739 M0213
8N06930 8816930 8L89725
8N06931 8816930 8L89254
8N06941 F0116 8816931
8N06942 8L89296 8L89254
8N06944 F0116 8816931
8N06947 8M71507 8M31641
8N06958 8M31591 8L89268
8N06963 F0057 8943486
8N06969 F0154 8M31293
8N06976 8L89626 8L89734
8N06979 8L89391 8L89708
8N06989 NA 8M72766
8N06993 8M31550 8L19862
8N06999 NA NA
8N72002 8M71585 8M71783
8N72003 8M71585 8M71783
8N72006 8N72965 8N06146
8N72012 8N05940 8L64327
8N72037 8M72036 8M72023
8N72040 8L57701 8M31737
8N72043 8L57701 8M31737
8N72044 NA 8M71662
8N72045 F0074 8M71662
8N72046 F0074 8M71662
8N72055 8N72648 8N05572
8N72082 F0069 8M72058
8N72096 8N87243 8N06017
8N72099 F0160 8N87245
8N72108 NA 8N72479
8N72109 8M71691 8N06146
8N72113 8M71691 8N06146
8N72114 F0155 8M72023
8N72117 F0155 M0214
8N72118 F0155 8M72023
8N72134 F0208 8N73206
8N72205 8M71761 8N72436
8N72206 8N87228 8M72023
8N72207 8N87228 8M72023
8N72208 8N87228 8M72023
8N72209 8N87228 8M72023
8N72218 8N05930 M0130
8N72220 8N05930 M0130
8N72232 8N06063 M0011
8N72234 NA NA
8N72235 8N05369 8L64373
8N72236 8N06280 8N72640
8N72242 8N05921 8M72291
8N72246 8M72037 M0074
8N72252 8L57701 8M31737
8N72254 NA 8N06186
8N72257 8N05371 M0215
8N72266 8N05369 8L64373
8N72311 8N06999 8M72897
8N72312 8N06999 8M72897
8N72332 8M31305 8L89896
8N72333 8M31305 8L89896
8N72347 8M72867 8M72766
8N72348 8M72867 8M72766
8N72350 8M72737 8M72864
8N72351 8M72737 8M72864
8N72353 8M72737 8M72864
8N72354 8L89466 8L64210
8N72359 F0159 8N05846
8N72366 8M71097 8L89377
8N72367 8M72990 8L89708
8N72368 8M71289 8M71250
8N72369 8L89641 8L89734
8N72374 8L26579 8M31922
8N72376 F0054 8L89725
8N72389 8L89399 8M72792
8N72391 8L89399 8M72792
8N72407 F0124 M0127
8N72408 F0124 M0127
8N72420 NA NA
8N72433 8N06011 M0117
8N72434 8M72284 8M31165
8N72436 F0131 8M31165
8N72437 F0056 8M31165
8N72438 F0131 8L64373
8N72440 8M72030 8M72031
8N72447 8N06040 8N72448
8N72448 8L19693 8L64327
8N72457 8L57701 M0088
8N72460 F0056 8M31165
8N72465 8M71691 8M72022
8N72476 8L57906 M0155
8N72478 8L57906 NA
8N72479 8M72269 8M72168
8N72481 8M72284 8M72031
8N72482 F0146 8M72168
8N72483 8M72269 8M72168
8N72486 8N06040 8M72291
8N72487 8N06040 8M72291
8N72488 8N06040 8M72291
8N72489 8M72037 M0216
8N72490 8M71761 M0074
8N72494 F0032 M0074
8N72495 8M71735 M0107
8N72496 8M71761 M0074
8N72497 8M71735 M0107
8N72499 F0056 8M31165
8N72500 8M72030 8L89992
8N72512 8M71286 8M72806
8N72516 8M71289 8M72736
8N72519 8N06740 8M31426
8N72531 8M71302 8M72797
8N72545 NA NA
8N72551 8M72640 8M72832
8N72574 8L89615 8M71074
8N72575 8M71073 8L89896
8N72577 F0141 8M71074
8N72578 8L89704 8M71074
8N72591 8M71507 8M31641
8N72592 8M71507 8M31641
8N72603 8L89704 8M71074
8N72616 8L89507 8N06917
8N72627 8M31283 NA
8N72630 8L89626 8M71831
8N72633 F0061 8N06782
8N72639 NA NA
8N72640 8M72269 8M72168
8N72641 8M72269 8M72168
8N72642 F0069 8N06017
8N72644 8N06063 8L89992
8N72645 8M72284 M0217
8N72646 F0069 8M72058
8N72647 F0146 8N06128
8N72648 F0069 8M72058
8N72650 8N06063 8L89992
8N72651 8M72030 8L89992
8N72655 8L89507 8L19936
8N72658 8N06371 8L19835
8N72660 F0209 8M72969
8N72663 8M72908 8N05531
8N72664 8L89518 8L19835
8N72665 8L89641 8M71277
8N72668 8M72737 8M72864
8N72669 8M71504 M0218
8N72670 8M71502 8M72951
8N72701 8M31865 8N05472
8N72716 8N06979 8M71250
8N72717 F0061 8N06782
8N72719 F0061 8N06782
8N72721 NA 8M72818
8N72724 8N72721 8N06367
8N72734 8M72739 M0076
8N72736 8M72955 8N06532
8N72737 8M72955 8N06532
8N72738 8943039 8L49963
8N72742 8M71302 8N05437
8N72743 8M71302 8N05437
8N72746 8M72913 8M31758
8N72749 8309291 8N06367
8N72760 8M71507 8M31641
8N72777 8L19991 8M72965
8N72785 8M71313 8L64272
8N72795 8M71836 8L89725
8N72950 8N87243 8N06017
8N72965 NA NA
8N72981 F0056 8M31165
8N72986 8N05923 8M72031
8N72988 8N72496 8M71773
8N73001 8N05827 8M72673
8N73003 8N05827 8M72673
8N73012 8N05058 8M71835
8N73013 8N05058 8M71835
8N73021 8309175 8N06528
8N73031 8L52913 8L26538
8N73050 8M72617 8M72961
8N73052 8N06922 8M72087
8N73055 8N06922 8M72087
8N73056 8N06560 8N73404
8N73057 8N06347 M0113
8N73074 8M72960 8M72956
8N73082 NA NA
8N73083 8N05713 8M72832
8N73084 8L89466 8L64210
8N73086 NA NA
8N73087 NA NA
8N73093 8M31926 8M71089
8N73094 8M31923 8M71322
8N73097 8M71521 8M71511
8N73201 F0114 8L64157
8N73204 8M72030 8L89992
8N73206 8M72284 8M72295
8N73207 8M72030 8M72031
8N73293 8M71691 8N06146
8N73294 8M71691 8N06146
8N73296 8M71691 8N06146
8N73359 F0069 8M72058
8N73360 F0069 8M72058
8N73361 F0069 8M72058
8N73363 NA NA
8N73366 NA NA
8N73368 8N72648 8N05572
8N73372 8L57701 8M31737
8N73376 F0114 8L64157
8N73401 8L89391 8M71287
8N73402 8L89626 8M71831
8N73404 8L89296 8L89725
8N73406 F0158 8N06567
8N73407 8L89296 8L89725
8N73409 F0061 8N06782
8N73420 8N05714 8M72766
8N73423 8M31550 8L52965
8N73501 8M72678 M0219
8N73502 8M31476 8M31922
8N73503 F0109 M0115
8N73504 8M72666 8M71204
8N73505 8M31476 8M31922
8N73506 F0109 M0115
8N73507 NA NA
8N73508 NA NA
8N73509 8M72602 8L89268
8N73510 F0073 M0077
8N73519 F0073 M0077
8N73521 F0210 8M71881
8N73524 8N06371 8N06736
8N73525 F0011 M0010
8N73526 8N05708 8N06976
8N73527 8N05018 8M71074
8N73528 8816954 8M72646
8N73529 8N06740 8M71074
8N73530 8M72882 8N06519
8N73580 NA NA
8N73596 NA NA
8N73810 8N73097 8M31838
8N87141 8M72030 8N06435
8N87145 8N06280 8N72640
8N87146 8N72651 8N05558
8N87150 8N73201 NA
8N87151 F0160 8M72168
8N87152 8M72030 8N06435
8N87153 8N72499 8N72420
8N87154 8N05923 M0220
8N87158 8N05567 8M72185
8N87159 F0152 8M72023
8N87208 8N72348 M0221
8N87216 8N06040 8N72448
8N87218 8N06040 8N72448
8N87219 8N06040 8N72448
8N87220 8N05930 8N72407
8N87225 8N87228 8M72023
8N87226 8N87228 8M72023
8N87228 F0032 8M72329
8N87243 NA NA
8N87244 8N72642 NA
8N87245 NA NA
8N87246 8M72037 M0130
8N87284 8N05921 8M72291
8N87286 8N05921 8M72291
8N87288 8N72490 8N72494
8N87291 8M72037 8M72078
8N87292 8M72037 8M72078
8N87293 8M72037 8M72078
8N87307 8M72908 8N05531
8N87342 8M72908 8N05531
8N87368 8M72990 8M71287
8N87369 8N06560 8N73404
8N87371 8M71289 8M71250
8N87372 8L89296 8L89254
8N87709 NA NA
F0001 NA NA
F0002 NA NA
F0003 NA NA
F0004 NA NA
F0005 NA NA
F0006 NA NA
F0007 NA NA
F0008 NA NA
F0009 NA NA
F0010 8939419 M0104
F0011 NA NA
F0012 8L64820 8L64157
F0013 NA NA
F0014 NA NA
F0015 NA NA
F0016 NA NA
F0017 NA NA
F0018 NA NA
F0019 NA NA
F0020 NA NA
F0021 NA M0160
F0022 NA NA
F0023 NA NA
F0024 NA NA
F0025 F0190 NA
F0026 NA NA
F0027 NA NA
F0028 NA NA
F0029 NA NA
F0030 NA NA
F0031 NA NA
F0032 8L57701 NA
F0033 NA NA
F0034 NA NA
F0035 8L89995 NA
F0036 F0024 NA
F0037 NA NA
F0038 NA NA
F0039 NA NA
F0040 NA NA
F0041 NA NA
F0042 NA NA
F0043 NA NA
F0044 NA NA
F0045 NA NA
F0046 NA NA
F0047 NA NA
F0048 NA NA
F0049 NA NA
F0050 NA NA
F0051 NA NA
F0052 8L64266 M0009
F0053 NA NA
F0054 8M31524 8L30446
F0055 NA NA
F0056 NA NA
F0057 NA NA
F0058 NA NA
F0059 NA NA
F0060 NA NA
F0061 F0116 8816931
F0062 NA NA
F0063 NA NA
F0064 NA NA
F0065 NA NA
F0066 NA NA
F0067 NA NA
F0068 NA NA
F0069 F0091 8L89987
F0070 NA NA
F0071 NA M0160
F0072 NA NA
F0073 NA NA
F0074 NA NA
F0075 8L89466 8L64210
F0076 NA NA
F0077 NA NA
F0078 NA NA
F0079 NA NA
F0080 NA NA
F0081 NA M0223
F0082 NA NA
F0083 8L64866 8934808
F0084 NA NA
F0085 NA NA
F0086 NA NA
F0087 F0036 8934395
F0088 NA NA
F0089 8887451 M0182
F0090 NA NA
F0091 8L48574 8L48436
F0092 NA NA
F0093 NA NA
F0094 8732687 8747976
F0095 NA NA
F0096 NA NA
F0097 NA NA
F0098 NA NA
F0099 NA NA
F0100 NA NA
F0101 8887472 8981033
F0102 8943142 8800450
F0103 8981927 NA
F0104 8934879 8800556
F0105 8887370 8866786
F0106 NA NA
F0107 NA NA
F0108 NA NA
F0109 NA NA
F0110 8857205 8887344
F0111 8L30832 M0198
F0112 NA NA
F0113 NA NA
F0114 F0025 NA
F0115 F0082 8651860
F0116 8L48323 NA
F0117 NA NA
F0118 NA NA
F0119 NA NA
F0120 NA NA
F0121 NA 8L19569
F0122 NA NA
F0123 NA 8857946
F0124 NA NA
F0125 8800066 8800477
F0126 NA NA
F0127 NA NA
F0128 NA NA
F0129 8887451 8943485
F0130 NA NA
F0131 8L64856 8L52629
F0132 NA M0160
F0133 8943473 8934398
F0134 NA NA
F0135 F0014 M0147
F0136 NA NA
F0137 NA NA
F0138 NA 8L30819
F0139 NA NA
F0140 NA NA
F0141 8943039 8118433
F0142 NA NA
F0143 NA NA
F0144 NA NA
F0145 NA NA
F0146 8M72272 M0009
F0147 NA NA
F0148 8981861 8L52420
F0149 F0176 NA
F0150 NA NA
F0151 8L30832 M0206
F0152 8939443 8M31738
F0153 NA 8857740
F0154 8L64134 8309274
F0155 8N06040 8M72291
F0156 NA NA
F0157 NA NA
F0158 8981861 8L30446
F0159 NA 8L64373
F0160 8M72030 8L89992
F0161 NA NA
F0162 NA 8939462
F0163 NA NA
F0164 NA NA
F0165 8651975 NA
F0166 NA 8598849
F0167 F0115 8730584
F0168 8168692 8681059
F0169 8651870 8732211
F0170 8800521 NA
F0171 8681029 8747118
F0172 NA 8857778
F0173 NA 8800370
F0174 8747760 8866786
F0175 8887416 8800176
F0176 NA 8651998
F0177 8747223 8857246
F0178 8939442 NA
F0179 F0090 8934333
F0180 NA 8857230
F0181 8943473 8934398
F0182 8L30962 8981864
F0183 8939419 M0214
F0184 8939749 8981823
F0185 8934883 NA
F0186 NA 8857230
F0187 F0068 8939429
F0188 F0047 8939595
F0189 NA 8887455
F0190 8943429 8L30500
F0191 8L52978 M0143
F0192 NA 8L52504
F0193 NA 8L52601
F0194 NA 8M31352
F0195 NA 8M31342
F0196 NA 8M31342
F0197 NA 8L30819
F0198 8L89537 8L19920
F0199 8L89502 8981248
F0200 8M31317 8L52974
F0201 8M31550 8L19862
F0202 NA 8L48417
F0203 8L89995 8L52619
F0204 8L89822 8L89363
F0205 8L57789 8L30819
F0206 8L89507 8981272
F0207 F0162 8L57729
F0208 8N06011 M0117
F0209 F0199 M0212
F0210 8M31923 8M31922
F0211 NA NA
F0212 8L30829 M0153
F0213 8800168 NA
M0001 NA NA
M0002 NA NA
M0003 NA NA
M0004 NA NA
M0005 NA NA
M0006 NA NA
M0007 NA NA
M0008 NA NA
M0009 NA NA
M0010 NA NA
M0011 8N06285 8L64327
M0012 NA NA
M0013 NA NA
M0014 NA NA
M0015 NA NA
M0016 NA NA
M0017 NA NA
M0018 NA NA
M0019 NA NA
M0020 NA NA
M0021 NA NA
M0022 NA NA
M0023 8L64821 8L64157
M0024 NA NA
M0025 NA NA
