ringnr natal.island adult.island disp hatch.year gen_sex
8M31407 38 27 1 2009 0
8M31445 27 27 0 2009 0
8M31450 27 27 0 2009 0
8M31452 27 27 0 2009 0
8M31453 27 27 0 2009 1
8M31463 27 27 0 2009 1
8M31468 27 27 0 2009 0
8M31476 27 27 0 2009 1
8M31480 27 27 0 2009 1
8M31483 27 27 0 2009 1
8M31484 27 27 0 2009 0
8M31508 27 27 0 2009 0
8M31511 27 27 0 2009 1
8M31527 27 27 0 2009 1
8M31532 20 27 1 2009 0
8M31547 28 27 1 2009 1
8M31561 27 27 0 2009 1
8M31562 27 27 0 2009 1
8M31568 27 27 0 2009 1
8M31581 27 27 0 2009 0
8M31583 27 27 0 2009 0
8M31585 27 27 0 2009 1
8M31591 27 27 0 2009 1
8M31602 26 27 1 2009 1
8M31632 27 27 0 2009 0
8M31712 28 27 1 2009 1
8M31713 28 27 1 2009 1
8M31747 26 27 1 2009 0
8M31758 27 27 0 2009 0
8M31872 24 27 1 2009 1
8M31873 27 27 0 2009 0
8M31874 27 27 0 2009 0
8M31875 27 27 0 2009 0
8M31922 77 27 1 2009 0
8M31923 27 27 0 2009 1
8M31924 27 27 0 2009 1
8M31925 27 27 0 2009 1
8M31926 77 27 1 2009 1
8M31927 27 27 0 2009 0
8M31928 27 27 0 2009 1
8M31938 27 27 0 2009 0
8M31939 27 27 0 2009 0
8M31940 27 27 0 2009 0
8M31941 27 27 0 2009 1
8M31968 27 27 0 2009 1
8M31969 27 27 0 2009 1
8M31970 27 27 0 2009 0
8M71205 27 27 0 2009 1
8M71206 27 27 0 2009 0
8M71256 27 27 0 2009 0
8M71268 27 27 0 2009 1
8M71269 27 27 0 2009 0
8M72602 27 27 0 2009 1
8M72877 27 27 0 2009 1
8M72878 23 27 1 2009 0
8M72881 27 27 0 2009 0
8M72908 27 27 0 2009 1
8M72909 27 27 0 2009 1
8M72933 27 27 0 2009 1
8M72934 27 27 0 2009 0
8M72935 27 27 0 2009 1
8L19992 20 26 1 2009 1
8L89613 26 26 0 2009 0
8L89614 26 26 0 2009 0
8L89615 26 26 0 2009 1
8L89641 27 26 1 2009 1
8L89650 26 26 0 2009 1
8L89663 20 26 1 2009 1
8L89689 27 26 1 2009 1
8L89875 26 26 0 2009 1
8L89880 26 26 0 2009 0
8L89894 26 26 0 2009 1
8L89896 26 26 0 2009 0
8M31265 26 26 0 2009 1
8M31278 26 26 0 2009 1
8M31304 26 26 0 2009 1
8M31305 26 26 0 2009 1
8M31314 26 26 0 2009 1
8M31350 26 26 0 2009 0
8M31353 26 26 0 2009 1
8M31365 27 26 1 2009 1
8M31385 27 26 1 2009 1
8M31426 26 26 0 2009 0
8M31432 26 26 0 2009 1
8M31433 26 26 0 2009 0
8M31436 26 26 0 2009 1
8M31495 26 26 0 2009 1
8M31496 26 26 0 2009 1
8M31497 26 26 0 2009 1
8M31498 26 26 0 2009 0
8M31509 27 26 1 2009 1
8M31524 30 26 1 2009 1
8M31526 26 26 0 2009 0
8M31528 27 26 1 2009 0
8M31622 26 26 0 2009 0
8M31627 26 26 0 2009 0
8M31634 20 26 1 2009 0
8M31704 26 26 0 2009 0
8M31706 26 26 0 2009 1
8M31711 28 26 1 2009 1
8M31935 77 26 1 2009 1
8M31936 27 26 1 2009 1
8M31953 26 26 0 2009 0
8M31954 28 26 1 2009 1
8M72618 26 26 0 2009 1
8M72990 26 26 0 2009 1
8L19991 20 20 0 2009 1
8L19995 20 20 0 2009 1
8L89815 20 20 0 2009 1
8L89891 20 20 0 2009 1
8M31535 20 20 0 2009 1
8M31536 20 20 0 2009 1
8M71253 26 20 1 2009 0
8L57927 24 24 0 2009 0
8L88307 28 24 1 2009 1
8L89906 24 24 0 2009 0
8L89929 24 24 0 2009 0
8M31035 24 24 0 2009 0
8M31730 24 24 0 2009 0
8M31731 24 24 0 2009 0
8M31732 24 24 0 2009 0
8M31733 23 24 1 2009 0
8M31737 24 24 0 2009 0
8M31738 24 24 0 2009 0
8M31739 24 24 0 2009 0
8M72013 24 24 0 2009 1
8M72014 24 24 0 2009 0
8M72120 23 24 1 2009 1
8M72323 24 24 0 2009 0
8M72326 24 24 0 2009 1
8L57906 23 23 0 2009 1
8L57916 23 23 0 2009 0
8L89026 23 23 0 2009 0
8L89049 23 23 0 2009 0
8L89100 24 23 1 2009 0
8L89983 23 23 0 2009 1
8L89987 23 23 0 2009 0
8L89989 23 23 0 2009 0
8L89992 23 23 0 2009 0
8M31084 35 23 1 2009 1
8M31139 24 23 1 2009 1
8M31164 23 23 0 2009 0
8M31384 27 23 1 2009 0
8M72001 23 23 0 2009 1
8M72016 77 23 1 2009 1
8M72017 24 23 1 2009 0
8M72018 28 23 1 2009 0
8M72019 24 23 1 2009 1
8M72136 24 23 1 2009 1
8L89601 20 22 1 2009 0
8L89605 20 22 1 2009 0
8M31342 22 22 0 2009 0
8M31387 22 22 0 2009 1
8M31389 22 22 0 2009 1
8M31390 22 22 0 2009 0
8M31516 22 22 0 2009 0
8M31520 22 22 0 2009 0
8M31522 22 22 0 2009 1
8L89044 23 34 1 2009 1
8M31197 23 34 1 2009 1
8M72309 77 34 0 2009 0
8M71505 27 38 1 2010 0
8M71506 38 38 0 2010 0
8M71507 38 38 0 2010 1
8M72786 38 38 0 2010 0
8M72996 38 38 0 2010 0
8M31863 28 28 0 2010 1
8M31865 28 28 0 2010 1
8M71201 28 28 0 2010 1
8M71218 28 28 0 2010 0
8M71220 28 28 0 2010 0
8M71226 28 28 0 2010 0
8M71227 28 28 0 2010 0
8M71231 28 28 0 2010 1
8M71232 28 28 0 2010 0
8M71237 28 28 0 2010 0
8M71238 28 28 0 2010 0
8M71290 28 28 0 2010 1
8M71292 28 28 0 2010 1
8M71294 28 28 0 2010 0
8M71295 28 28 0 2010 0
8M71298 28 28 0 2010 0
8M71299 28 28 0 2010 1
8M71301 28 28 0 2010 1
8M71302 28 28 0 2010 1
8M71303 28 28 0 2010 1
8M71304 28 28 0 2010 1
8M71305 28 28 0 2010 0
8M71306 28 28 0 2010 0
8M71307 28 28 0 2010 0
8M71406 28 28 0 2010 1
8M72009 35 28 1 2010 0
8M72172 35 28 1 2010 1
8M72601 28 28 0 2010 1
8M72610 28 28 0 2010 0
8M72611 28 28 0 2010 0
8M72633 28 28 0 2010 0
8M72638 28 28 0 2010 0
8M72640 28 28 0 2010 1
8M72707 28 28 0 2010 1
8M72708 28 28 0 2010 1
8M72764 28 28 0 2010 0
8M72766 28 28 0 2010 0
8M72792 28 28 0 2010 0
8M72795 28 28 0 2010 0
8M72797 28 28 0 2010 0
8M72832 28 28 0 2010 0
8M72897 28 28 0 2010 0
8M72916 27 28 1 2010 1
8N05087 28 28 0 2010 0
8N05437 28 28 0 2010 0
8N05438 28 28 0 2010 0
8N05442 77 28 1 2010 1
8N05444 28 28 0 2010 1
8N05445 28 28 0 2010 0
8N05446 28 28 0 2010 1
8N05447 28 28 0 2010 1
8N06813 23 28 1 2010 1
8N06993 28 28 0 2010 1
8N06999 27 28 1 2010 1
8M31869 27 27 0 2010 1
8M31893 27 27 0 2010 0
8M31929 27 27 0 2010 0
8M31945 27 27 0 2010 0
8M31973 20 27 1 2010 1
8M71060 27 27 0 2010 1
8M71061 27 27 0 2010 0
8M71063 27 27 0 2010 0
8M71064 27 27 0 2010 1
8M71085 27 27 0 2010 0
8M71086 27 27 0 2010 1
8M71089 27 27 0 2010 0
8M71092 20 27 1 2010 0
8M71093 27 27 0 2010 1
8M71096 27 27 0 2010 1
8M71097 27 27 0 2010 1
8M71098 20 27 1 2010 0
8M71100 26 27 1 2010 0
8M71204 27 27 0 2010 0
8M71208 27 27 0 2010 1
8M71210 27 27 0 2010 1
8M71211 27 27 0 2010 0
8M71212 27 27 0 2010 1
8M71216 27 27 0 2010 1
8M71217 27 27 0 2010 0
8M71254 20 27 1 2010 0
8M71257 27 27 0 2010 0
8M71258 27 27 0 2010 0
8M71293 28 27 1 2010 1
8M71296 28 27 1 2010 1
8M71300 27 27 0 2010 0
8M71310 20 27 1 2010 0
8M71311 27 27 0 2010 0
8M71312 27 27 0 2010 1
8M71313 27 27 0 2010 1
8M71314 27 27 0 2010 0
8M71315 27 27 0 2010 1
8M71317 27 27 0 2010 0
8M71318 27 27 0 2010 0
8M71321 26 27 1 2010 1
8M71322 27 27 0 2010 0
8M71411 27 27 0 2010 0
8M71412 27 27 0 2010 0
8M71414 27 27 0 2010 0
8M71415 27 27 0 2010 0
8M71416 27 27 0 2010 1
8M71864 27 27 0 2010 0
8M71866 27 27 0 2010 0
8M72087 34 27 1 2010 0
8M72112 34 27 1 2010 1
8M72315 33 27 1 2010 1
8M72604 27 27 0 2010 1
8M72605 27 27 0 2010 1
8M72606 27 27 0 2010 0
8M72608 27 27 0 2010 1
8M72609 27 27 0 2010 1
8M72660 27 27 0 2010 0
8M72664 27 27 0 2010 0
8M72666 27 27 0 2010 1
8M72668 27 27 0 2010 0
8M72674 27 27 0 2010 0
8M72675 27 27 0 2010 1
8M72677 27 27 0 2010 0
8M72678 27 27 0 2010 1
8M72679 27 27 0 2010 0
8M72680 27 27 0 2010 0
8M72681 27 27 0 2010 0
8M72719 27 27 0 2010 0
8M72722 27 27 0 2010 1
8M72725 27 27 0 2010 1
8M72777 27 27 0 2010 0
8M72818 20 27 1 2010 0
8M72898 27 27 0 2010 1
8M72906 27 27 0 2010 0
8M72907 27 27 0 2010 1
8M72913 28 27 1 2010 1
8M72914 28 27 1 2010 1
8M72923 27 27 0 2010 0
8M72924 27 27 0 2010 0
8M72928 27 27 0 2010 0
8M72929 27 27 0 2010 1
8M72931 27 27 0 2010 1
8M72932 27 27 0 2010 1
8M72969 27 27 0 2010 0
8M72970 27 27 0 2010 0
8M72972 27 27 0 2010 1
8M72975 27 27 0 2010 0
8M72976 27 27 0 2010 0
8M72982 26 27 1 2010 0
8M73000 27 27 0 2010 0
8N06360 27 27 0 2010 0
8M31977 26 26 0 2010 1
8M71073 26 26 0 2010 1
8M71074 26 26 0 2010 0
8M71077 26 26 0 2010 0
8M71239 26 26 0 2010 1
8M71247 26 26 0 2010 0
8M71250 26 26 0 2010 0
8M71277 26 26 0 2010 0
8M71278 26 26 0 2010 0
8M71281 26 26 0 2010 1
8M71283 26 26 0 2010 1
8M71285 26 26 0 2010 0
8M71286 26 26 0 2010 1
8M71287 26 26 0 2010 0
8M71289 28 26 1 2010 1
8M71501 26 26 0 2010 0
8M71502 26 26 0 2010 1
8M71503 26 26 0 2010 1
8M71504 26 26 0 2010 1
8M71530 26 26 0 2010 0
8M71531 20 26 1 2010 0
8M71532 26 26 0 2010 0
8M71552 26 26 0 2010 0
8M71596 26 26 0 2010 1
8M72189 24 26 1 2010 0
8M72613 26 26 0 2010 0
8M72617 26 26 0 2010 1
8M72621 26 26 0 2010 0
8M72623 26 26 0 2010 0
8M72643 26 26 0 2010 0
8M72644 26 26 0 2010 1
8M72646 26 26 0 2010 0
8M72648 26 26 0 2010 0
8M72649 26 26 0 2010 1
8M72673 26 26 0 2010 0
8M72716 26 26 0 2010 0
8M72736 26 26 0 2010 0
8M72737 26 26 0 2010 1
8M72739 26 26 0 2010 1
8M72741 26 26 0 2010 0
8M72805 26 26 0 2010 1
8M72806 26 26 0 2010 0
8M72809 26 26 0 2010 0
8M72810 26 26 0 2010 1
8M72811 26 26 0 2010 1
8M72812 26 26 0 2010 1
8M72851 26 26 0 2010 1
8M72853 26 26 0 2010 1
8M72855 26 26 0 2010 1
8M72863 26 26 0 2010 1
8M72864 26 26 0 2010 0
8M72882 26 26 0 2010 1
8M72884 26 26 0 2010 0
8M72945 26 26 0 2010 1
8M72947 26 26 0 2010 1
8M72951 26 26 0 2010 0
8M72954 26 26 0 2010 0
8M72955 26 26 0 2010 1
8M72956 26 26 0 2010 0
8M72957 26 26 0 2010 0
8M72960 26 26 0 2010 1
8M72961 26 26 0 2010 0
8M72980 26 26 0 2010 1
8M72987 26 26 0 2010 1
8N05457 26 26 0 2010 1
8N06508 26 26 0 2010 0
8N06782 26 26 0 2010 0
8M31844 20 20 0 2010 0
8M71811 27 20 1 2010 1
8M72653 20 20 0 2010 1
8M72654 20 20 0 2010 0
8M72656 20 20 0 2010 1
8M72659 20 20 0 2010 0
8M72887 20 20 0 2010 0
8M72891 20 20 0 2010 1
8M72892 20 20 0 2010 0
8M72893 20 20 0 2010 1
8M72965 20 20 0 2010 0
8L57922 24 24 0 2010 0
8L57923 24 24 0 2010 1
8M71672 24 24 0 2010 0
8M71673 24 24 0 2010 0
8M71674 24 24 0 2010 0
8M71700 24 24 0 2010 1
8M71765 24 24 0 2010 1
8M72004 24 24 0 2010 0
8M72007 24 24 0 2010 1
8M72021 24 24 0 2010 0
8M72023 24 24 0 2010 0
8M72024 24 24 0 2010 0
8M72032 24 24 0 2010 1
8M72036 24 24 0 2010 1
8M72037 23 24 1 2010 1
8M72062 24 24 0 2010 0
8M72078 24 24 0 2010 0
8M72081 24 24 0 2010 1
8M72124 24 24 0 2010 0
8M72125 24 24 0 2010 1
8M72128 24 24 0 2010 1
8M72178 24 24 0 2010 1
8M72185 23 24 1 2010 0
8M72186 23 24 1 2010 1
8M72190 24 24 0 2010 0
8M72224 24 24 0 2010 1
8M72227 24 24 0 2010 0
8M72232 24 24 0 2010 1
8M72243 24 24 0 2010 1
8M72259 24 24 0 2010 0
8M72271 23 24 1 2010 1
8M72291 23 24 1 2010 0
8M72325 24 24 0 2010 1
8M72327 24 24 0 2010 1
8M72328 24 24 0 2010 0
8M72329 24 24 0 2010 0
8N06020 24 24 0 2010 0
8N06028 24 24 0 2010 1
8N06029 23 24 1 2010 0
8N06292 23 24 1 2010 1
8L57902 23 23 0 2010 0
8L57918 23 23 0 2010 0
8L57921 23 23 0 2010 0
8L57928 24 23 1 2010 1
8L57933 23 23 0 2010 0
8L57941 23 23 0 2010 1
8L57942 23 23 0 2010 1
8L57943 23 23 0 2010 1
8M71083 23 23 0 2010 0
8M71084 23 23 0 2010 1
8M72015 24 23 1 2010 1
8M72022 24 23 1 2010 0
8M72030 23 23 0 2010 1
8M72031 23 23 0 2010 0
8M72038 23 23 0 2010 0
8M72045 35 23 1 2010 1
8M72052 35 23 1 2010 1
8M72058 35 23 1 2010 0
8M72114 34 23 1 2010 0
8M72135 23 23 0 2010 1
8M72144 23 23 0 2010 0
8M72168 23 23 0 2010 0
8M72176 24 23 1 2010 1
8M72179 23 23 0 2010 0
8M72180 23 23 0 2010 1
8M72191 24 23 1 2010 1
8M72235 24 23 1 2010 0
8M72237 24 23 1 2010 1
8M72245 23 23 0 2010 1
8M72248 23 23 0 2010 0
8M72249 23 23 0 2010 1
8M72257 24 23 1 2010 1
8M72258 24 23 1 2010 1
8M72269 23 23 0 2010 1
8M72272 23 23 0 2010 1
8M72273 23 23 0 2010 1
8M72274 23 23 0 2010 1
8M72277 24 23 1 2010 0
8M72278 24 23 1 2010 1
8M72284 23 23 0 2010 1
8M72285 23 23 0 2010 0
8M72287 23 23 0 2010 0
8M72289 23 23 0 2010 0
8M72292 23 23 0 2010 0
8M72293 23 23 0 2010 0
8M72294 23 23 0 2010 1
8M72295 23 23 0 2010 0
8M72324 24 23 1 2010 1
8M72757 22 23 1 2010 1
8N06011 20 23 1 2010 1
8N06037 24 23 1 2010 1
8N06285 23 23 0 2010 1
8N06293 23 23 0 2010 1
8N06439 23 23 0 2010 1
8M31838 22 22 0 2010 0
8M31839 22 22 0 2010 1
8M31993 22 22 0 2010 1
8M31995 22 22 0 2010 1
8M31997 22 22 0 2010 0
8M71511 27 22 1 2010 0
8M71512 22 22 0 2010 0
8M71513 22 22 0 2010 0
8M71521 24 22 1 2010 1
8M72745 22 22 0 2010 1
8M72749 22 22 0 2010 1
8M72752 22 22 0 2010 0
8N05418 22 22 0 2010 1
8L57934 23 34 1 2010 1
8M31984 27 34 1 2010 1
8M72002 24 34 1 2010 1
8M72084 24 35 1 2010 0
8M72219 23 34 1 2010 1
8M72268 23 34 1 2010 0
8M71534 38 38 0 2011 1
8N05402 38 38 0 2011 0
8N05795 24 38 1 2011 0
8N05796 27 38 1 2011 1
8N05797 38 38 0 2011 0
8N05840 38 38 0 2011 1
8N06398 38 38 0 2011 0
8N06776 38 38 0 2011 0
8N06947 38 38 0 2011 1
8M71819 27 28 1 2011 1
8N05083 28 28 0 2011 0
8N05086 28 28 0 2011 1
8N05472 28 28 0 2011 0
8N05489 28 28 0 2011 1
8N05494 28 28 0 2011 0
8N05701 77 28 1 2011 0
8N05713 28 28 0 2011 1
8N05714 28 28 0 2011 1
8N05715 28 28 0 2011 0
8N05716 28 28 0 2011 0
8N05717 28 28 0 2011 1
8N06566 26 28 1 2011 0
8N06808 28 28 0 2011 1
8N06815 28 28 0 2011 1
8N06989 28 28 0 2011 0
8N72354 28 28 0 2011 0
8N72531 28 28 0 2011 1
8N73082 77 28 1 2011 0
8N73084 28 28 0 2011 0
8N73086 77 28 1 2011 1
8N73087 28 28 0 2011 0
8M71520 27 27 0 2011 1
8M71522 27 27 0 2011 0
8M71823 27 27 0 2011 1
8M71826 27 27 0 2011 0
8M71865 27 27 0 2011 1
8M71872 27 27 0 2011 1
8M71873 27 27 0 2011 0
8M71881 27 27 0 2011 0
8N05027 27 27 0 2011 0
8N05029 27 27 0 2011 1
8N05030 27 27 0 2011 0
8N05032 27 27 0 2011 1
8N05094 27 27 0 2011 1
8N05460 27 27 0 2011 0
8N05462 27 27 0 2011 1
8N05464 27 27 0 2011 1
8N05467 27 27 0 2011 1
8N05531 23 27 1 2011 0
8N05532 26 27 1 2011 1
8N05533 27 27 0 2011 0
8N05702 27 27 0 2011 1
8N05704 27 27 0 2011 1
8N05705 27 27 0 2011 1
8N05710 27 27 0 2011 0
8N05712 27 27 0 2011 1
8N05809 27 27 0 2011 1
8N05810 27 27 0 2011 1
8N05841 28 27 1 2011 1
8N05844 77 27 1 2011 0
8N05845 27 27 0 2011 1
8N05846 27 27 0 2011 0
8N05847 27 27 0 2011 0
8N06210 23 27 1 2011 1
8N06311 27 27 0 2011 0
8N06330 27 27 0 2011 0
8N06333 27 27 0 2011 0
8N06355 27 27 0 2011 1
8N06359 27 27 0 2011 1
8N06371 27 27 0 2011 1
8N06385 27 27 0 2011 0
8N06387 27 27 0 2011 0
8N06527 27 27 0 2011 1
8N06543 27 27 0 2011 0
8N06736 27 27 0 2011 0
8N06749 27 27 0 2011 0
8N06783 27 27 0 2011 1
8N06786 27 27 0 2011 0
8N06787 27 27 0 2011 1
8N06790 27 27 0 2011 1
8N06792 27 27 0 2011 0
8N06794 27 27 0 2011 1
8N06798 27 27 0 2011 1
8N06800 27 27 0 2011 1
8N06916 27 27 0 2011 1
8N06917 27 27 0 2011 0
8N06920 27 27 0 2011 0
8N06921 27 27 0 2011 1
8N06922 27 27 0 2011 1
8N06963 27 27 0 2011 1
8N06969 27 27 0 2011 1
8N73093 27 27 0 2011 1
8M71540 26 26 0 2011 1
8M71610 24 26 1 2011 0
8M71831 20 26 1 2011 0
8M71834 26 26 0 2011 0
8M71835 26 26 0 2011 0
8M71836 26 26 0 2011 1
8N05003 26 26 0 2011 1
8N05004 26 26 0 2011 0
8N05006 26 26 0 2011 0
8N05008 26 26 0 2011 0
8N05009 26 26 0 2011 0
8N05012 26 26 0 2011 0
8N05013 26 26 0 2011 1
8N05018 26 26 0 2011 1
8N05057 26 26 0 2011 0
8N05058 26 26 0 2011 1
8N05059 26 26 0 2011 0
8N05063 26 26 0 2011 0
8N05423 26 26 0 2011 0
8N05480 26 26 0 2011 0
8N05706 26 26 0 2011 0
8N05707 26 26 0 2011 0
8N05708 26 26 0 2011 1
8N05747 26 26 0 2011 1
8N05748 26 26 0 2011 0
8N05749 27 26 1 2011 1
8N05750 26 26 0 2011 0
8N05808 27 26 1 2011 0
8N05825 26 26 0 2011 1
8N05827 26 26 0 2011 1
8N05829 26 26 0 2011 1
8N05831 26 26 0 2011 0
8N05832 26 26 0 2011 0
8N05837 26 26 0 2011 0
8N06237 35 26 1 2011 0
8N06347 20 26 1 2011 1
8N06393 26 26 0 2011 0
8N06394 26 26 0 2011 1
8N06395 26 26 0 2011 0
8N06396 26 26 0 2011 1
8N06510 26 26 0 2011 0
8N06519 26 26 0 2011 0
8N06528 26 26 0 2011 0
8N06532 26 26 0 2011 0
8N06554 26 26 0 2011 0
8N06559 26 26 0 2011 1
8N06560 26 26 0 2011 1
8N06563 26 26 0 2011 1
8N06564 26 26 0 2011 0
8N06567 26 26 0 2011 0
8N06570 26 26 0 2011 0
8N06580 26 26 0 2011 0
8N06581 26 26 0 2011 0
8N06727 20 26 1 2011 1
8N06730 20 26 1 2011 1
8N06740 26 26 0 2011 1
8N06766 26 26 0 2011 1
8N06781 26 26 0 2011 0
8N06928 26 26 0 2011 1
8N06930 26 26 0 2011 0
8N06931 26 26 0 2011 0
8N06941 26 26 0 2011 1
8N06942 26 26 0 2011 0
8N06944 26 26 0 2011 1
8N06976 26 26 0 2011 0
8N06979 26 26 0 2011 1
8N72367 26 26 0 2011 1
8N72368 26 26 0 2011 1
8N72369 26 26 0 2011 0
8N72577 26 26 0 2011 0
8N73404 26 26 0 2011 0
8M71407 20 20 0 2011 1
8N05851 20 20 0 2011 0
8N06305 20 20 0 2011 1
8N06306 20 20 0 2011 0
8N06340 20 20 0 2011 1
8N06367 20 20 0 2011 0
8N06819 20 20 0 2011 1
8N72721 27 20 1 2011 1
8N72777 20 20 0 2011 1
8M71569 22 24 1 2011 1
8M71612 24 24 0 2011 0
8M71650 24 24 0 2011 0
8M71667 24 24 0 2011 1
8M71710 35 24 1 2011 1
8M71732 24 24 0 2011 0
8M71735 24 24 0 2011 1
8M71758 24 24 0 2011 1
8M71761 24 24 0 2011 1
8N06026 24 24 0 2011 0
8N06030 34 24 1 2011 0
8N06040 23 24 1 2011 1
8N06045 23 24 1 2011 0
8N06097 24 24 0 2011 1
8N06098 24 24 0 2011 1
8N06106 24 24 0 2011 0
8N06112 24 24 0 2011 0
8N06181 24 24 0 2011 1
8N06186 24 24 0 2011 0
8N06195 24 24 0 2011 1
8N06268 24 24 0 2011 0
8N06291 23 24 1 2011 0
8N06406 24 24 0 2011 0
8N06408 24 24 0 2011 1
8N06412 24 24 0 2011 1
8N06414 24 24 0 2011 1
8N06428 24 24 0 2011 0
8N72448 23 24 1 2011 0
8M71585 22 23 1 2011 1
8M71614 23 23 0 2011 0
8M71662 23 23 0 2011 0
8M71687 23 23 0 2011 0
8M71691 23 23 0 2011 1
8M71722 35 23 1 2011 1
8M71731 24 23 1 2011 0
8M71736 24 23 1 2011 0
8M71773 24 23 1 2011 0
8M71775 24 23 1 2011 1
8M71783 23 23 0 2011 0
8M71898 22 23 1 2011 1
8N05049 27 23 1 2011 0
8N06017 24 23 1 2011 0
8N06063 23 23 0 2011 1
8N06074 23 23 0 2011 1
8N06128 34 23 1 2011 0
8N06132 23 23 0 2011 0
8N06146 23 23 0 2011 0
8N06152 23 23 0 2011 1
8N06157 23 23 0 2011 0
8N06196 24 23 1 2011 0
8N06265 24 23 1 2011 1
8N06280 23 23 0 2011 1
8N06281 23 23 0 2011 1
8N06288 23 23 0 2011 0
8N06290 23 23 0 2011 1
8N06417 23 23 0 2011 0
8N06418 23 23 0 2011 0
8N06435 24 23 1 2011 0
8N06449 23 23 0 2011 0
8N06801 22 23 1 2011 0
8N06802 22 23 1 2011 0
8M71515 22 22 0 2011 1
8M71573 22 22 0 2011 1
8M71587 22 22 0 2011 1
8M71896 22 22 0 2011 0
8N05052 22 22 0 2011 0
8N05417 22 22 0 2011 0
8N05419 22 22 0 2011 1
8N05850 20 22 1 2011 0
8N06114 24 22 1 2011 1
8N06521 22 22 0 2011 1
8N05798 38 38 0 2012 0
8N72591 38 38 0 2012 0
8N72592 38 38 0 2012 1
8N73031 38 38 0 2012 1
8N72311 28 28 0 2012 0
8N72312 28 28 0 2012 1
8N72348 28 28 0 2012 1
8N72389 28 28 0 2012 0
8N72391 28 28 0 2012 0
8N72551 28 28 0 2012 0
8N72701 28 28 0 2012 1
8N72734 26 28 1 2012 1
8N72742 28 28 0 2012 0
8N73083 28 28 0 2012 0
8N73423 28 28 0 2012 1
8N87709 77 28 1 2012 1
8N05380 35 27 1 2012 1
8N05534 27 27 0 2012 1
8N05536 27 27 0 2012 0
8N05538 27 27 0 2012 0
8N05703 27 27 0 2012 1
8N05709 27 27 0 2012 1
8N05711 27 27 0 2012 0
8N05726 27 27 0 2012 0
8N72347 28 27 1 2012 1
8N72366 27 27 0 2012 0
8N72616 27 27 0 2012 1
8N72655 27 27 0 2012 1
8N72658 27 27 0 2012 0
8N72660 27 27 0 2012 0
8N72663 27 27 0 2012 0
8N72664 27 27 0 2012 0
8N72724 20 27 1 2012 1
8N72746 27 27 0 2012 0
8N72785 27 27 0 2012 0
8N73052 27 27 0 2012 0
8N73055 27 27 0 2012 1
8N73094 27 27 0 2012 0
8N73420 28 27 1 2012 0
8N73501 27 27 0 2012 1
8N73502 27 27 0 2012 1
8N73503 28 27 1 2012 1
8N73504 27 27 0 2012 1
8N73505 27 27 0 2012 0
8N73506 27 27 0 2012 0
8N73509 27 27 0 2012 0
8N73510 27 27 0 2012 0
8N73519 27 27 0 2012 0
8N73521 27 27 0 2012 0
8N73524 27 27 0 2012 0
8N87307 27 27 0 2012 0
8N87342 27 27 0 2012 1
8N05515 26 26 0 2012 0
8N05526 26 26 0 2012 0
8N05528 26 26 0 2012 1
8N72332 26 26 0 2012 0
8N72333 26 26 0 2012 0
8N72350 26 26 0 2012 1
8N72351 26 26 0 2012 0
8N72353 26 26 0 2012 0
8N72359 27 26 1 2012 1
8N72376 26 26 0 2012 1
8N72512 26 26 0 2012 1
8N72516 26 26 0 2012 0
8N72519 26 26 0 2012 1
8N72574 26 26 0 2012 0
8N72575 26 26 0 2012 1
8N72578 26 26 0 2012 1
8N72603 26 26 0 2012 0
8N72630 26 26 0 2012 1
8N72633 26 26 0 2012 0
8N72668 26 26 0 2012 0
8N72669 26 26 0 2012 0
8N72670 26 26 0 2012 1
8N72716 26 26 0 2012 1
8N72717 26 26 0 2012 0
8N72719 26 26 0 2012 1
8N72736 26 26 0 2012 1
8N72737 26 26 0 2012 0
8N72738 26 26 0 2012 1
8N72795 26 26 0 2012 0
8N73001 26 26 0 2012 0
8N73003 26 26 0 2012 1
8N73012 26 26 0 2012 0
8N73013 26 26 0 2012 0
8N73021 26 26 0 2012 1
8N73050 26 26 0 2012 0
8N73056 26 26 0 2012 1
8N73057 26 26 0 2012 1
8N73074 26 26 0 2012 1
8N73401 26 26 0 2012 0
8N73402 26 26 0 2012 1
8N73406 26 26 0 2012 0
8N73407 26 26 0 2012 1
8N73409 26 26 0 2012 1
8N73507 26 26 0 2012 0
8N73508 26 26 0 2012 1
8N73526 26 26 0 2012 1
8N73527 26 26 0 2012 1
8N73528 26 26 0 2012 1
8N73529 26 26 0 2012 1
8N73530 26 26 0 2012 1
8N87368 26 26 0 2012 1
8N87369 26 26 0 2012 1
8N87371 26 26 0 2012 0
8N87372 26 26 0 2012 1
8N05905 20 20 0 2012 0
8N72749 20 20 0 2012 1
8N05567 35 24 1 2012 1
8N05571 24 24 0 2012 0
8N05724 22 24 1 2012 0
8N05753 22 24 1 2012 0
8N05907 20 24 1 2012 0
8N05921 24 24 0 2012 1
8N05930 24 24 0 2012 1
8N05946 24 24 0 2012 1
8N72407 35 24 1 2012 0
8N72436 23 24 1 2012 0
8N72457 24 24 0 2012 0
8N72486 24 24 0 2012 1
8N72487 24 24 0 2012 1
8N72488 24 24 0 2012 0
8N72489 24 24 0 2012 1
8N72490 24 24 0 2012 1
8N72494 24 24 0 2012 0
8N72495 24 24 0 2012 1
8N72497 24 24 0 2012 0
8N72642 23 24 1 2012 1
