ringnr,hatchyear,lastyear,firstisland,lastisland,HelgelandSNPisland
8N72326,2012,2012,26,26,1
8N72327,2012,2012,26,26,1
8N72328,2012,2012,26,26,1
8N72329,2012,2012,26,26,1
8N72330,2012,2014,26,26,1
8N72331,2012,2012,26,26,1
8N72332,2012,2014,26,26,1
8N72333,2012,2013,26,26,1
8N72334,2012,2012,26,26,1
8N72335,2012,2012,26,26,1
8N72336,2012,2012,26,26,1
8N72337,2012,2012,26,26,1
8N72338,2012,2012,26,26,1
8N72339,2012,2014,27,27,1
8N72340,2012,2012,27,27,1
8N72341,2012,2012,27,27,1
8N72342,2012,2012,27,27,1
8N72343,2012,2012,28,28,1
8N72344,2012,2012,28,28,1
8N72345,2012,2012,28,28,1
8N72346,2012,2012,28,24,1
8N72347,2012,2015,28,27,1
8N72348,2012,2015,28,28,1
8N72349,2012,2012,26,26,1
8N72350,2012,2013,26,26,1
8N72351,2012,2013,26,26,1
8N72352,2012,2012,26,26,1
8N72353,2012,2013,26,26,1
8N72354,2011,2012,28,28,1
8N72355,2012,2012,28,28,1
8N72356,2012,2012,28,28,1
8N72357,2012,2012,28,28,1
8N72358,2012,2012,27,22,1
8N72359,2012,2014,27,26,1
8N72360,2012,2012,27,27,1
8N72361,2012,2012,27,27,1
8N72362,2012,2012,27,27,1
8N72363,2012,2012,27,27,1
8N72364,2012,2012,27,27,1
8N72365,2012,2012,27,27,1
8N72366,2012,2015,27,27,1
8N72367,2011,2012,26,26,1
8N72368,2011,2012,26,26,1
8N72369,2011,2015,26,26,1
8N72370,2012,2012,26,26,1
8N72371,2012,2012,26,26,1
8N72372,2012,2012,26,26,1
8N72373,2012,2012,26,26,1
8N72374,2012,2013,27,34,1
8N72375,2012,2012,27,27,1
8N72376,2012,2013,26,26,1
8N72377,2012,2012,26,26,1
8N72378,2012,2012,26,26,1
8N72379,2012,2012,26,26,1
8N72380,2012,2012,26,26,1
8N72381,2012,2012,26,26,1
8N72382,2012,2012,26,26,1
8N72383,2012,2012,26,26,1
8N72384,2012,2012,26,26,1
8N72385,2012,2012,26,26,1
8N72386,2012,2012,26,26,1
8N72387,2012,2012,26,26,1
8N72388,2012,2012,26,26,1
8N72389,2012,2013,28,28,1
8N72390,2012,2012,28,28,1
8N72391,2012,2013,28,28,1
8N72392,2012,2012,28,28,1
8N72393,2012,2012,28,28,1
8N72394,2012,2013,28,28,1
8N72395,2012,2012,28,28,1
8N72396,2012,2012,28,28,1
8N72397,2012,2012,28,28,1
8N72398,2012,2012,28,28,1
8N72399,2012,2012,28,28,1
8N72400,2012,2012,27,27,1
8N72401,2012,2012,34,34, 
8N72402,2012,2015,34,34, 
8N72403,2012,2015,34,34, 
8N72404,2012,2012,34,34, 
8N72405,2012,2012,34,34, 
8N72406,2012,2013,34,34, 
8N72407,2012,2015,35,24,1
8N72408,2012,2015,35,23,1
8N72409,2012,2012,35,35, 
8N72410,2012,2013,35,34, 
8N72411,2012,2012,35,35, 
8N72412,2012,2013,35,34, 
8N72413,2012,2013,35,34, 
8N72414,2012,2014,35,34, 
8N72415,2012,2012,35,35, 
8N72416,2012,2012,35,35, 
8N72417,2012,2012,35,35, 
8N72418,2012,2012,35,35, 
8N72419,2012,2014,35,35, 
8N72420,2012,2014,35,23,1
8N72421,2012,2012,35,35, 
8N72422,2012,2012,35,35, 
8N72423,2012,2013,35,35, 
8N72424,2012,2012,35,35, 
8N72425,2012,2012,35,35, 
8N72426,2012,2013,35,35, 
8N72427,2012,2012,35,35, 
8N72428,2012,2013,35,34, 
8N72429,2012,2012,35,35, 
8N72430,2012,2014,35,34, 
8N72431,2012,2012,35,35, 
8N72432,2012,2013,35,34, 
8N72433,2012,2016,23,35,1
8N72434,2012,2013,23,34,1
8N72435,2012,2012,23,23,1
8N72436,2012,2014,23,24,1
8N72437,2012,2014,23,34,1
8N72438,2012,2013,23,34,1
8N72439,2012,2012,23,23,1
8N72440,2012,2013,23,23,1
8N72441,2012,2012,23,23,1
8N72442,2012,2012,23,23,1
8N72443,2012,2012,23,23,1
8N72444,2012,2014,35,63, 
8N72445,2012,2012,35,35, 
8N72446,2012,2012,35,35, 
8N72447,2012,2015,24,23,1
8N72448,2011,2014,24,24,1
8N72449,2012,2014,34,34, 
8N72450,2012,2013,34,34, 
8N72451,2012,2012,24,24,1
8N72452,2012,2012,24,24,1
8N72453,2012,2012,24,27,1
8N72454,2012,2012,24,24,1
8N72455,2012,2012,24,24,1
8N72456,2012,2012,24,24,1
8N72457,2012,2013,24,24,1
8N72458,2012,2012,24,24,1
8N72459,2012,2012,23,23,1
8N72460,2012,2013,23,23,1
8N72461,2012,2012,23,23,1
8N72462,2012,2012,23,23,1
8N72463,2012,2012,23,23,1
8N72464,2012,2012,23,23,1
8N72465,2012,2013,23,23,1
8N72466,2012,2014,35,35, 
8N72467,2012,2012,35,35, 
8N72468,2012,2012,35,35, 
8N72469,2012,2012,35,35, 
8N72470,2012,2012,35,35, 
8N72471,2012,2012,35,35, 
8N72472,2012,2015,35,35, 
8N72473,2012,2013,35,35, 
8N72474,2012,2012,35,35, 
8N72475,2012,2012,23,23,1
8N72476,2012,2014,23,23,1
8N72477,2012,2012,23,23,1
8N72478,2012,2013,23,23,1
8N72479,2012,2014,23,23,1
8N72480,2012,2012,23,23,1
8N72481,2012,2013,23,23,1
8N72482,2012,2014,23,23,1
8N72483,2012,2013,23,23,1
8N72484,2012,2012,23,23,1
8N72485,2012,2012,23,23,1
8N72486,2012,2015,24,24,1
8N72487,2012,2014,24,24,1
8N72488,2012,2015,24,24,1
8N72489,2012,2016,24,24,1
8N72490,2012,2014,24,24,1
8N72491,2012,2012,24,24,1
8N72492,2012,2012,24,24,1
8N72493,2012,2012,24,24,1
8N72494,2012,2013,24,24,1
8N72495,2012,2014,24,24,1
8N72496,2012,2013,24,23,1
8N72497,2012,2015,24,24,1
8N72498,2012,2012,23,23,1
8N72499,2012,2014,23,23,1
8N72500,2012,2015,23,23,1
8N72501,2012,2012,35,35, 
8N72502,2012,2012,35,35, 
8N72503,2012,2012,35,35, 
8N72504,2012,2012,35,35, 
8N72505,2012,2012,35,35, 
8N72506,2012,2012,35,35, 
8N72507,2012,2012,22,22,1
8N72508,2012,2012,27,27,1
8N72509,2012,2012,27,27,1
8N72510,2012,2015,27,28,1
8N72511,2012,2012,26,26,1
8N72512,2012,2013,26,26,1
8N72513,2012,2012,26,26,1
8N72514,2012,2012,26,26,1
8N72515,2012,2012,26,26,1
8N72516,2012,2013,26,26,1
8N72517,2012,2012,26,26,1
8N72518,2012,2012,26,26,1
8N72519,2012,2013,26,26,1
8N72520,2012,2012,26,26,1
8N72521,2012,2012,28,28,1
8N72522,2012,2012,28,28,1
8N72523,2012,2012,28,28,1
8N72524,2012,2012,28,28,1
8N72525,2012,2012,28,28,1
8N72526,2012,2012,28,28,1
8N72527,2012,2012,28,28,1
8N72528,2012,2012,28,28,1
8N72529,2012,2012,28,28,1
8N72530,2012,2012,28,28,1
8N72531,2011,2012,28,28,1
8N72532,2012,2012,27,27,1
8N72533,2012,2012,27,27,1
8N72534,2012,2012,27,27,1
8N72535,2012,2012,27,27,1
8N72536,2012,2012,26,26,1
8N72537,2012,2012,26,26,1
8N72538,2012,2012,26,26,1
8N72539,2012,2012,26,26,1
8N72540,2012,2012,26,26,1
8N72541,2012,2012,26,26,1
8N72542,2012,2012,26,26,1
8N72543,2012,2012,26,26,1
8N72544,2011,2012,28,28,1
8N72545,2011,2014,28,90,1
8N72546,2012,2012,28,28,1
8N72547,2012,2012,28,28,1
8N72548,2012,2012,28,28,1
8N72549,2012,2012,28,28,1
8N72550,2012,2012,28,28,1
8N72551,2012,2014,28,28,1
8N72552,2012,2012,28,28,1
8N72553,2012,2012,28,28,1
8N72554,2012,2013,28,28,1
8N72555,2012,2012,28,28,1
8N72556,2012,2012,28,28,1
8N72557,2012,2012,28,28,1
8N72558,2012,2012,28,28,1
8N72559,2012,2012,27,27,1
8N72560,2012,2012,27,27,1
8N72561,2012,2012,27,27,1
8N72562,2012,2012,27,27,1
8N72563,2012,2012,27,27,1
8N72564,2012,2012,22,22,1
8N72565,2012,2012,22,22,1
8N72566,2012,2012,22,22,1
8N72567,2012,2012,22,22,1
8N72568,2012,2012,22,22,1
8N72569,2012,2012,22,22,1
8N72570,2012,2012,22,22,1
8N72571,2012,2012,26,26,1
8N72572,2012,2012,26,26,1
8N72573,2012,2012,26,26,1
8N72574,2012,2013,26,26,1
8N72575,2012,2013,26,26,1
8N72576,2012,2012,26,26,1
8N72577,2011,2013,26,26,1
8N72578,2012,2013,26,26,1
8N72579,2012,2012,20,20,1
8N72580,2012,2012,20,20,1
8N72581,2012,2012,20,20,1
8N72582,2012,2012,20,20,1
8N72583,2012,2012,20,20,1
8N72584,2012,2012,20,20,1
8N72585,2012,2012,20,20,1
8N72586,2012,2012,20,20,1
8N72587,2012,2012,20,20,1
8N72588,2012,2012,27,27,1
8N72589,2012,2012,27,27,1
8N72590,2012,2012,38,38,1
8N72591,2012,2013,38,38,1
8N72592,2012,2013,38,38,1
8N72593,2012,2012,26,26,1
8N72594,2012,2012,26,26,1
8N72595,2012,2012,26,26,1
8N72596,2012,2012,26,26,1
8N72597,2012,2012,26,26,1
8N72598,2012,2012,26,26,1
8N72599,2012,2012,26,26,1
8N72600,2012,2015,26,28,1
8N72601,2012,2012,26,26,1
8N72602,2012,2012,26,26,1
8N72603,2012,2013,26,26,1
8N72604,2012,2012,26,26,1
8N72605,2012,2012,26,26,1
8N72606,2012,2012,26,26,1
8N72607,2012,2012,26,26,1
8N72608,2012,2012,26,26,1
8N72609,2012,2012,26,26,1
8N72610,2012,2012,26,26,1
8N72611,2012,2012,26,26,1
8N72612,2012,2012,26,26,1
8N72613,2012,2012,26,26,1
8N72614,2012,2012,20,20,1
8N72615,2012,2012,20,20,1
8N72616,2012,2014,27,27,1
8N72617,2012,2012,27,27,1
8N72618,2012,2012,26,26,1
8N72619,2012,2012,26,26,1
8N72620,2012,2012,26,26,1
8N72621,2012,2012,26,26,1
8N72622,2012,2012,26,26,1
8N72623,2012,2012,26,26,1
8N72624,2012,2012,26,26,1
8N72625,2012,2012,26,26,1
8N72626,2012,2012,26,26,1
8N72627,2012,2013,38,39,1
8N72628,2012,2012,38,38,1
8N72629,2012,2012,26,26,1
8N72630,2012,2013,26,26,1
8N72631,2012,2012,26,26,1
8N72632,2012,2012,26,26,1
8N72633,2012,2013,26,26,1
8N72634,2012,2012,26,26,1
8N72635,2012,2012,26,26,1
8N72636,2012,2013,35,35, 
8N72637,2012,2012,35,35, 
8N72638,2012,2016,34,34, 
8N72639,2012,2016,23,23,1
8N72640,2012,2014,23,23,1
8N72641,2012,2015,23,23,1
8N72642,2012,2015,23,24,1
8N72643,2012,2012,23,23,1
8N72644,2012,2013,23,23,1
8N72645,2012,2014,23,23,1
8N72646,2012,2014,23,23,1
8N72647,2012,2016,23,23,1
8N72648,2012,2013,23,23,1
8N72649,2012,2012,23,23,1
8N72650,2012,2013,23,23,1
8N72651,2012,2015,23,23,1
8N72652,2012,2012,28,28,1
8N72653,2012,2012,28,28,1
8N72654,2012,2012,28,28,1
8N72655,2012,2013,27,27,1
8N72656,2012,2012,27,27,1
8N72657,2012,2012,27,27,1
8N72658,2012,2013,27,27,1
8N72659,2012,2012,27,27,1
8N72660,2012,2016,27,27,1
8N72661,2012,2012,27,27,1
8N72662,2012,2012,27,27,1
8N72663,2012,2013,27,27,1
8N72664,2012,2016,27,27,1
8N72665,2012,2014,26,90,1
8N72666,2012,2012,26,26,1
8N72667,2012,2012,26,26,1
8N72668,2012,2013,26,26,1
8N72669,2012,2013,26,26,1
8N72670,2012,2013,26,26,1
8N72671,2012,2012,26,26,1
8N72672,2012,2013,60,60, 
8N72673,2012,2013,60,60, 
8N72674,2012,2013,60,60, 
8N72675,2012,2013,60,60, 
8N72676,2012,2014,60,60, 
8N72677,2012,2013,60,60, 
8N72678,2012,2015,60,60, 
8N72679,2012,2014,60,60, 
8N72680,2012,2015,60,60, 
8N72681,2012,2013,60,60, 
8N72682,2012,2013,60,60, 
8N72683,2012,2013,60,60, 
8N72684,2012,2015,60,60, 
8N72685,2012,2013,60,60, 
8N72686,2012,2013,60,60, 
8N72687,2012,2013,60,60, 
8N72688,2012,2013,60,60, 
8N72689,2012,2013,60,60, 
8N72690,2012,2013,60,60, 
8N72691,2012,2013,60,60, 
8N72692,2012,2013,60,60, 
8N72693,2012,2013,60,60, 
8N72694,2012,2014,60,60, 
8N72695,2012,2013,60,60, 
8N72696,2012,2013,60,60, 
8N72697,2012,2013,60,60, 
8N72698,2012,2013,60,60, 
8N72699,2012,2014,60,60, 
8N72700,2012,2013,60,60, 
8N72701,2012,2013,28,28,1
8N72702,2012,2012,22,22,1
8N72703,2012,2012,22,22,1
8N72704,2012,2012,22,22,1
8N72705,2012,2012,22,22,1
8N72706,2012,2012,22,22,1
8N72707,2012,2012,22,22,1
8N72708,2012,2012,22,22,1
8N72709,2012,2012,22,27,1
8N72710,2012,2012,22,22,1
8N72711,2012,2012,22,22,1
8N72712,2012,2012,22,22,1
8N72713,2012,2012,22,22,1
8N72714,2012,2012,22,22,1
8N72715,2012,2012,22,22,1
8N72716,2012,2013,26,26,1
8N72717,2012,2015,26,26,1
8N72718,2012,2012,26,26,1
8N72719,2012,2013,26,26,1
8N72720,2012,2012,26,26,1
8N72721,2011,2013,20,20,1
8N72722,2012,2012,20,20,1
8N72723,2012,2012,20,20,1
8N72724,2012,2013,20,27,1
8N72725,2012,2012,20,20,1
8N72726,2012,2012,20,20,1
8N72727,2012,2012,20,20,1
8N72728,2012,2012,20,20,1
8N72729,2012,2012,26,26,1
8N72730,2012,2012,26,26,1
8N72731,2012,2012,26,26,1
8N72732,2012,2012,26,26,1
8N72733,2012,2012,26,26,1
8N72734,2012,2013,26,28,1
8N72735,2012,2012,26,28,1
8N72736,2012,2013,26,26,1
8N72737,2012,2013,26,26,1
8N72738,2012,2013,26,26,1
8N72739,2012,2012,26,26,1
8N72740,2012,2012,26,26,1
8N72741,2012,2012,26,26,1
8N72742,2012,2015,28,28,1
8N72743,2012,2013,28,37,1
8N72744,2012,2012,28,28,1
8N72745,2012,2012,27,27,1
8N72746,2012,2013,27,27,1
8N72747,2012,2012,27,27,1
8N72748,2012,2012,27,27,1
8N72749,2012,2013,20,20,1
8N72750,2012,2012,20,20,1
8N72751,2012,2012,20,20,1
8N72752,2012,2012,38,38,1
8N72753,2012,2012,38,38,1
8N72754,2012,2012,38,38,1
8N72755,2012,2012,38,38,1
8N72756,2012,2012,38,38,1
8N72757,2012,2012,38,38,1
8N72758,2012,2012,38,38,1
8N72759,2012,2012,38,38,1
8N72760,2012,2012,38,38,1
8N72761,2012,2012,38,38,1
8N72762,2012,2012,38,38,1
8N72763,2012,2012,27,27,1
8N72764,2012,2012,27,27,1
8N72765,2012,2012,27,27,1
8N72766,2012,2012,27,27,1
8N72767,2012,2012,22,22,1
8N72768,2012,2012,22,22,1
8N72769,2012,2012,26,26,1
8N72770,2012,2012,26,26,1
8N72771,2012,2012,26,26,1
8N72772,2012,2012,26,26,1
8N72773,2012,2012,26,26,1
8N72774,2012,2012,26,26,1
8N72775,2012,2012,26,26,1
8N72776,2012,2012,26,26,1
8N72777,2011,2014,20,20,1
8N72778,2012,2012,20,20,1
8N72779,2012,2012,20,20,1
8N72780,2012,2012,20,20,1
8N72781,2012,2012,20,20,1
8N72782,2012,2012,27,27,1
8N72783,2012,2012,27,27,1
8N72784,2012,2012,27,27,1
8N72785,2012,2013,27,27,1
8N72786,2012,2012,27,27,1
8N72787,2012,2012,27,27,1
8N72788,2012,2012,27,27,1
8N72789,2012,2015,26,26,1
8N72790,2012,2012,26,26,1
8N72791,2012,2012,26,26,1
8N72792,2012,2012,26,26,1
8N72793,2012,2012,26,26,1
8N72794,2012,2012,26,26,1
8N72795,2012,2013,26,26,1
8N72796,2012,2012,26,26,1
8N72797,2012,2012,26,26,1
8N72798,2012,2012,26,26,1
8N72799,2012,2012,26,26,1
8N72800,2012,2012,26,26,1
8N72801,2012,2012,67,67, 
8N72802,2012,2016,67,67, 
8N72803,2012,2012,67,67, 
8N72804,2012,2016,67,67, 
8N72805,2012,2012,67,67, 
8N72806,2012,2012,67,67, 
8N72807,2012,2012,67,67, 
8N72808,2012,2012,67,67, 
8N72809,2012,2012,67,67, 
8N72810,2012,2012,67,67, 
8N72811,2012,2012,67,67, 
8N72812,2012,2012,67,67, 
8N72813,2012,2012,67,67, 
8N72814,2012,2012,67,67, 
8N72815,2012,2012,67,67, 
8N72816,2012,2012,67,67, 
8N72817,2012,2012,67,67, 
8N72818,2012,2012,67,67, 
8N72819,2012,2012,67,67, 
8N72820,2012,2012,67,67, 
8N72821,2012,2012,67,67, 
8N72822,2012,2012,67,67, 
8N72823,2012,2015,67,67, 
8N72824,2012,2012,67,67, 
8N72825,2012,2015,67,67, 
8N72826,2012,2014,67,67, 
8N72827,2012,2012,67,67, 
8N72828,2012,2012,67,67, 
8N72829,2012,2012,67,67, 
8N72830,2012,2012,67,67, 
8N72831,2012,2012,67,67, 
8N72832,2012,2012,67,67, 
8N72833,2012,2012,67,67, 
8N72834,2012,2012,67,67, 
8N72835,2012,2012,67,67, 
8N72836,2012,2012,67,67, 
8N72837,2012,2012,67,67, 
8N72838,2012,2012,67,67, 
8N72839,2012,2012,67,67, 
8N72840,2012,2012,67,67, 
8N72841,2012,2012,67,67, 
8N72842,2012,2012,67,67, 
8N72843,2012,2013,93,93, 
8N72844,2012,2013,93,93, 
8N72845,2012,2013,93,93, 
8N72846,2012,2013,93,93, 
8N72847,2012,2013,93,93, 
8N72848,2012,2013,93,93, 
8N72849,2012,2014,93,93, 
8N72850,2012,2014,93,93, 
8N72851,2012,2014,42,42, 
8N72852,2012,2014,42,42, 
8N72853,2012,2013,42,42, 
8N72854,2012,2013,42,42, 
8N72855,2012,2014,42,42, 
8N72856,2012,2014,42,42, 
8N72857,2012,2015,42,42, 
8N72858,2012,2014,42,42, 
8N72859,2012,2014,42,42, 
8N72860,2012,2014,42,42, 
8N72861,2012,2015,42,42, 
8N72862,2012,2013,42,42, 
8N72863,2012,2013,42,42, 
8N72864,2012,2013,42,42, 
8N72865,2012,2013,42,42, 
8N72866,2012,2013,42,42, 
8N72867,2012,2013,42,42, 
8N72868,2012,2013,42,42, 
8N72869,2012,2015,42,42, 
8N72870,2012,2013,42,42, 
8N72871,2012,2013,91,91, 
8N72872,2012,2013,91,91, 
8N72873,2012,2014,91,91, 
8N72874,2012,2013,91,91, 
8N72875,2012,2014,91,91, 
8N72876,2012,2013,91,91, 
8N72877,2012,2013,91,91, 
8N72878,2012,2013,91,91, 
8N72879,2012,2013,91,91, 
8N72880,2012,2013,46,46, 
8N72881,2012,2013,46,46, 
8N72882,2012,2013,46,46, 
8N72883,2012,2014,46,46, 
8N72884,2012,2014,46,46, 
8N72885,2012,2014,46,46, 
8N72886,2012,2015,46,46, 
8N72887,2012,2014,46,46, 
8N72888,2012,2013,46,46, 
8N72889,2012,2014,46,46, 
8N72890,2012,2014,46,46, 
8N72891,2012,2014,46,46, 
8N72892,2012,2013,46,46, 
8N72893,2012,2013,46,46, 
8N72894,2012,2013,46,46, 
8N72895,2012,2013,46,46, 
8N72896,2012,2013,46,46, 
8N72897,2012,2013,46,46, 
8N72898,2012,2014,91,91, 
8N72899,2012,2013,91,91, 
8N72900,2012,2013,91,91, 
8N72901,2012,2014,63,63, 
8N72902,2012,2013,63,63, 
8N72903,2012,2015,63,63, 
8N72904,2012,2014,63,63, 
8N72905,2012,2014,63,63, 
8N72906,2012,2013,63,63, 
8N72907,2012,2013,63,63, 
8N72908,2012,2013,63,63, 
8N72909,2012,2015,63,63, 
8N72910,2012,2014,63,63, 
8N72911,2012,2015,63,63, 
8N72912,2012,2013,63,63, 
8N72913,2012,2014,63,63, 
8N72914,2012,2015,63,63, 
8N72915,2012,2013,63,63, 
8N72916,2012,2014,63,63, 
8N72917,2012,2014,63,63, 
8N72918,2012,2013,63,63, 
8N72919,2012,2013,63,63, 
8N72920,2012,2013,63,63, 
8N72921,2012,2013,63,63, 
8N72922,2012,2014,63,63, 
8N72923,2012,2013,63,63, 
8N72924,2012,2015,63,63, 
8N72926,2012,2013,63,63, 
8N72927,2012,2013,63,63, 
8N72928,2012,2013,63,63, 
8N72929,2012,2013,63,63, 
8N72930,2012,2013,63,63, 
8N72931,2012,2013,63,63, 
8N72932,2012,2013,63,63, 
8N72933,2012,2013,63,63, 
8N72934,2012,2013,63,63, 
8N72935,2012,2013,63,63, 
8N72936,2012,2013,63,63, 
8N72937,2012,2013,63,63, 
8N72938,2012,2013,63,63, 
8N72939,2012,2013,63,63, 
8N72940,2012,2013,63,63, 
8N72941,2012,2013,63,63, 
8N72942,2012,2014,63,63, 
8N72943,2012,2014,63,63, 
8N72944,2012,2013,63,63, 
8N72945,2012,2014,63,63, 
8N72946,2012,2013,63,63, 
8N72947,2012,2013,63,63, 
8N72948,2012,2013,63,63, 
8N72949,2012,2013,63,63, 
8N72950,2013,2016,23,23,1
8N72951,2012,2013,63,63, 
8N72952,2012,2013,63,63, 
8N72953,2012,2013,63,63, 
8N72954,2012,2013,63,63, 
8N72955,2012,2013,63,63, 
8N72956,2012,2013,63,63, 
8N72957,2012,2013,63,63, 
8N72958,2012,2013,63,63, 
8N72959,2012,2013,63,63, 
8N72960,2012,2013,63,63, 
8N72961,2012,2013,63,63, 
8N72962,2012,2013,63,63, 
8N72963,2012,2014,63,63, 
8N72964,2012,2013,63,63, 
8N72965,2012,2014,23,23,1
8N72966,2013,2014,35,35, 
8N72967,2013,2013,35,35, 
8N72968,2013,2013,35,35, 
8N72969,2013,2014,35,34, 
8N72970,2013,2016,35,35, 
8N72971,2013,2014,35,34, 
8N72972,2013,2013,35,35, 
8N72973,2013,2013,35,34, 
8N72974,2013,2013,35,35, 
8N72975,2013,2013,34,34, 
8N72976,2013,2013,34,34, 
8N72977,2013,2015,24,24,1
8N72978,2013,2013,23,23,1
8N72979,2013,2013,23,23,1
8N72980,2013,2013,23,23,1
8N72981,2013,2014,23,23,1
8N72982,2013,2013,23,23,1
8N72983,2013,2015,23,23,1
8N72984,2013,2013,23,23,1
8N72985,2013,2013,23,23,1
8N72986,2013,2015,23,23,1
8N72987,2013,2015,23,23,1
8N72988,2013,2014,23,24,1
8N72989,2013,2015,23,23,1
8N72990,2013,2013,23,23,1
8N72991,2013,2013,23,23,1
8N72992,2013,2013,23,23,1
8N72993,2013,2013,34,34, 
8N72994,2013,2015,34,34, 
8N72995,2013,2013,34,34, 
8N72996,2013,2013,34,34, 
8N72997,2013,2013,34,34, 
8N72998,2013,2013,34,34, 
8N72999,2013,2013,34,34, 
8N73000,2013,2013,34,34, 
8N73001,2012,2013,26,26,1
8N73002,2012,2012,26,26,1
8N73003,2012,2013,26,26,1
8N73004,2012,2012,26,26,1
8N73005,2012,2012,26,26,1
8N73006,2012,2012,26,26,1
8N73007,2012,2012,26,26,1
8N73008,2012,2012,26,26,1
8N73009,2012,2012,26,26,1
8N73010,2012,2012,26,26,1
8N73011,2012,2012,26,26,1
8N73012,2012,2013,26,26,1
8N73013,2012,2013,26,26,1
8N73014,2012,2012,26,26,1
8N73015,2012,2012,26,26,1
8N73016,2012,2012,26,26,1
8N73017,2012,2012,26,26,1
8N73018,2012,2012,26,26,1
8N73019,2012,2012,26,26,1
8N73020,2012,2012,26,26,1
8N73021,2012,2013,26,26,1
8N73022,2012,2012,26,26,1
8N73023,2012,2012,26,26,1
8N73024,2012,2012,26,26,1
8N73025,2012,2015,20,20,1
8N73026,2012,2012,20,20,1
8N73027,2012,2012,20,20,1
8N73028,2012,2012,20,20,1
8N73029,2012,2012,38,38,1
8N73030,2012,2012,38,38,1
8N73031,2012,2013,38,38,1
8N73032,2012,2012,27,27,1
8N73033,2012,2012,27,27,1
8N73034,2012,2012,27,27,1
8N73035,2012,2012,27,27,1
8N73036,2012,2012,27,27,1
8N73037,2012,2012,26,26,1
8N73038,2012,2012,26,26,1
8N73039,2012,2012,26,26,1
8N73040,2012,2012,26,26,1
8N73041,2012,2012,26,26,1
8N73042,2012,2012,26,26,1
8N73043,2012,2012,26,26,1
8N73044,2012,2012,20,20,1
8N73045,2012,2012,20,20,1
8N73046,2012,2012,26,26,1
8N73047,2012,2012,26,26,1
8N73048,2012,2013,26,26,1
8N73049,2012,2012,26,26,1
8N73050,2012,2013,26,26,1
8N73051,2012,2012,26,26,1
8N73052,2012,2014,27,27,1
8N73053,2012,2012,27,27,1
8N73054,2012,2012,27,27,1
8N73055,2012,2013,27,27,1
8N73056,2012,2013,26,26,1
8N73057,2012,2014,26,26,1
8N73058,2012,2012,26,26,1
8N73059,2012,2012,26,26,1
8N73060,2012,2012,26,26,1
8N73061,2012,2012,26,26,1
8N73062,2012,2012,26,26,1
8N73063,2012,2012,26,26,1
8N73064,2012,2012,26,26,1
8N73065,2012,2012,26,26,1
8N73066,2012,2012,26,26,1
8N73067,2012,2012,26,26,1
8N73068,2012,2012,26,26,1
8N73069,2012,2012,26,26,1
8N73070,2012,2012,26,26,1
8N73071,2012,2012,26,26,1
8N73072,2012,2012,26,26,1
8N73073,2012,2012,26,26,1
8N73074,2012,2013,26,26,1
8N73075,2012,2012,26,26,1
8N73076,2012,2012,26,28,1
8N73077,2012,2012,28,28,1
8N73078,2012,2012,28,28,1
8N73079,2012,2012,28,28,1
8N73080,2012,2012,28,28,1
8N73081,2012,2012,28,28,1
8N73082,2011,2013,28,28,1
8N73083,2012,2016,28,28,1
8N73084,2011,2013,28,28,1
8N73085,2012,2012,28,28,1
8N73086,2011,2015,28,28,1
8N73087,2011,2014,28,28,1
8N73088,2012,2012,27,27,1
8N73089,2012,2012,27,27,1
8N73090,2012,2012,27,27,1
8N73091,2012,2012,27,27,1
8N73092,2012,2012,27,27,1
8N73093,2011,2012,27,27,1
8N73094,2012,2013,27,27,1
8N73095,2012,2012,22,22,1
8N73096,2012,2012,22,22,1
8N73097,2012,2016,22,24,1
8N73098,2012,2012,22,22,1
8N73100,2012,2012,26,26,1
8N73101,2012,2013,46,46, 
8N73102,2012,2013,45,45, 
8N73103,2012,2013,45,45, 
8N73104,2012,2014,45,45, 
8N73105,2012,2013,45,45, 
8N73106,2012,2015,45,45, 
8N73107,2012,2013,45,45, 
8N73108,2012,2013,45,45, 
8N73109,2012,2014,45,45, 
8N73110,2012,2013,45,45, 
8N73111,2012,2013,45,45, 
8N73112,2012,2013,45,45, 
8N73113,2012,2013,45,45, 
8N73114,2012,2013,46,46, 
8N73115,2012,2015,46,46, 
8N73116,2012,2014,46,46, 
8N73117,2012,2014,46,46, 
8N73118,2012,2015,46,46, 
8N73119,2012,2015,46,46, 
8N73120,2012,2015,46,46, 
8N73121,2012,2013,46,46, 
8N73122,2012,2013,46,46, 
8N73123,2012,2014,91,91, 
8N73124,2012,2013,91,91, 
8N73125,2012,2013,91,91, 
8N73126,2012,2013,91,91, 
8N73127,2012,2013,91,91, 
8N73128,2012,2013,91,91, 
8N73129,2012,2013,91,91, 
8N73130,2012,2013,91,91, 
8N73131,2012,2013,91,91, 
8N73132,2012,2015,691,691, 
8N73133,2012,2013,691,691, 
8N73134,2012,2013,691,691, 
8N73135,2012,2013,691,691, 
8N73136,2012,2013,691,691, 
8N73137,2012,2013,691,691, 
8N73138,2012,2014,691,691, 
8N73139,2012,2014,691,691, 
8N73140,2012,2013,691,691, 
8N73141,2012,2014,691,691, 
8N73142,2012,2013,691,691, 
8N73143,2012,2014,691,691, 
8N73144,2012,2013,691,691, 
8N73145,2012,2013,691,691, 
8N73146,2012,2013,691,691, 
8N73147,2012,2013,691,691, 
8N73148,2012,2015,691,691, 
